"provision_id","source_id","article","paragraph","point","heading","stable_pinpoint","cross_references","definitions_required","recitals_required"
"LAW-EU-2024-1689-AN03-PT02","LAW-EU-2024-1689","ANNEX III","","2","High-risk use area — critical infrastructure","Annex III, point 2","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-AN03-PT03","LAW-EU-2024-1689","ANNEX III","","3","High-risk use area — education and vocational training","Annex III, point 3","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-AN03-PT04","LAW-EU-2024-1689","ANNEX III","","4","High-risk use area — employment and worker management","Annex III, point 4","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-AN03-PT05","LAW-EU-2024-1689","ANNEX III","","5","High-risk use area — essential private and public services","Annex III, point 5","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-AN03-PT06","LAW-EU-2024-1689","ANNEX III","","6","High-risk use area — law enforcement","Annex III, point 6","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-AN03-PT07","LAW-EU-2024-1689","ANNEX III","","7","High-risk use area — migration asylum and border control","Annex III, point 7","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-AN03-PT08","LAW-EU-2024-1689","ANNEX III","","8","High-risk use area — justice and democratic processes","Annex III, point 8","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A008-P01","LAW-EU-2024-1689","8","1","","Compliance with Section 2 requirements","Article 8(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A009-P01","LAW-EU-2024-1689","9","1","","Risk-management system — paragraph 1","Article 9(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A009-P06","LAW-EU-2024-1689","9","6","","Risk-management system — paragraph 6","Article 9(6)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A009-P07","LAW-EU-2024-1689","9","7","","Risk-management system — paragraph 7","Article 9(7)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A009-P08","LAW-EU-2024-1689","9","8","","Risk-management system — paragraph 8","Article 9(8)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A011-P01-S01","LAW-EU-2024-1689","11","1","","Technical documentation timing","Article 11(1), sentence 1","LAW-EU-2024-1689-AN04-PT02D; LAW-EU-2024-1689-AN04-PT02G","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A011-P01-S02","LAW-EU-2024-1689","11","1","","Technical documentation content and Annex IV","Article 11(1), sentence 2","LAW-EU-2024-1689-AN04-PT02D; LAW-EU-2024-1689-AN04-PT02G","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-AN04-PT02D","LAW-EU-2024-1689","ANNEX IV","","2(d)","Data requirements and governance description","Annex IV, point 2(d)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-AN04-PT02G","LAW-EU-2024-1689","ANNEX IV","","2(g)","Validation and testing procedures and results","Annex IV, point 2(g)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A013-P03-PTB-SPVI","LAW-EU-2024-1689","13","3","b(vi)","Input-data specifications","Article 13(3)(b)(vi)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A015-P01","LAW-EU-2024-1689","15","1","","Accuracy robustness and cybersecurity — paragraph 1","Article 15(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A015-P02","LAW-EU-2024-1689","15","2","","Accuracy robustness and cybersecurity — paragraph 2","Article 15(2)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A015-P03","LAW-EU-2024-1689","15","3","","Accuracy robustness and cybersecurity — paragraph 3","Article 15(3)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A015-P04","LAW-EU-2024-1689","15","4","","Accuracy robustness and cybersecurity — paragraph 4","Article 15(4)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A015-P05","LAW-EU-2024-1689","15","5","","Accuracy robustness and cybersecurity — paragraph 5","Article 15(5)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A016-PTA","LAW-EU-2024-1689","16","","a","Provider obligation — point (a)","Article 16(a)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A016-PTC","LAW-EU-2024-1689","16","","c","Provider obligation — point (c)","Article 16(c)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A016-PTD","LAW-EU-2024-1689","16","","d","Provider obligation — point (d)","Article 16(d)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A016-PTF","LAW-EU-2024-1689","16","","f","Provider obligation — point (f)","Article 16(f)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A017-P01-PTF","LAW-EU-2024-1689","17","1","f","Quality-management data-management procedures","Article 17(1)(f)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A018-P01","LAW-EU-2024-1689","18","1","","Documentation retention — paragraph 1","Article 18(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A018-P02","LAW-EU-2024-1689","18","2","","Documentation retention — paragraph 2","Article 18(2)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A025-P04","LAW-EU-2024-1689","25","4","","Third-party information and technical access","Article 25(4)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A026-P04","LAW-EU-2024-1689","26","4","","Deployer input-data relevance and representativity","Article 26(4)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A040-P01","LAW-EU-2024-1689","40","1","","Harmonised standards — paragraph 1","Article 40(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A040-P02","LAW-EU-2024-1689","40","2","","Harmonised standards — paragraph 2","Article 40(2)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A040-P03","LAW-EU-2024-1689","40","3","","Harmonised standards — paragraph 3","Article 40(3)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A041-P01","LAW-EU-2024-1689","41","1","","Common specifications — paragraph 1","Article 41(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A041-P02","LAW-EU-2024-1689","41","2","","Common specifications — paragraph 2","Article 41(2)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A041-P03","LAW-EU-2024-1689","41","3","","Common specifications — paragraph 3","Article 41(3)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A041-P04","LAW-EU-2024-1689","41","4","","Common specifications — paragraph 4","Article 41(4)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A041-P05","LAW-EU-2024-1689","41","5","","Common specifications — paragraph 5","Article 41(5)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A041-P06","LAW-EU-2024-1689","41","6","","Common specifications — paragraph 6","Article 41(6)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A042-P01","LAW-EU-2024-1689","42","1","","Setting-specific data presumption","Article 42(1)","LAW-EU-2024-1689-A010-P04","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A043-P01","LAW-EU-2024-1689","43","1","","Conformity-assessment route","Article 43(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A074-P12","LAW-EU-2024-1689","74","12","","Market-surveillance access to training validation and testing data","Article 74(12)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A099-P04-PTA","LAW-EU-2024-1689","99","4","a","Fine ceiling for Article 10 non-compliance","Article 99(4)(a)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A111-P02-S01","LAW-EU-2024-1689","111","2","","Legacy-system significant-change trigger","Article 111(2), sentence 1","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A111-P02-S02","LAW-EU-2024-1689","111","2","","Public-authority high-risk-system 2030 deadline","Article 111(2), sentence 2","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A113-SP02","LAW-EU-2024-1689","113","","","General AI Act application date","Article 113, second paragraph","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-A113-P03-PTC","LAW-EU-2024-1689","113","3","c","Article 6(1) and corresponding-obligation application","Article 113, third paragraph, point (c)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-R067","LAW-EU-2024-1689","RECITAL","67","","High-risk data governance and certified services","Recital 67","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-R068","LAW-EU-2024-1689","RECITAL","68","","Quality representativity and bias","Recital 68","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-R069","LAW-EU-2024-1689","RECITAL","69","","Special-category processing safeguards","Recital 69","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-R070","LAW-EU-2024-1689","RECITAL","70","","Testing-only systems","Recital 70","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-R122","LAW-EU-2024-1689","RECITAL","122","","Standards and common specifications","Recital 122","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2024-1689-R179","LAW-EU-2024-1689","RECITAL","179","","Penalties","Recital 179","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2016-0679-A006-P01","LAW-EU-2016-0679","6","1","","Lawfulness of processing","Article 6(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2016-0679-A009-P01","LAW-EU-2016-0679","9","1","","Prohibition on special-category processing","Article 9(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2016-0679-A009-P02-PTG","LAW-EU-2016-0679","9","2","g","Substantial-public-interest exception","Article 9(2)(g)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2016-0679-A030-P01","LAW-EU-2016-0679","30","1","","Controller records of processing","Article 30(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2016-0679-A030-P02","LAW-EU-2016-0679","30","2","","Processor records of processing","Article 30(2)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2018-1725-A005-P01","LAW-EU-2018-1725","5","1","","Lawfulness of Union-institution processing","Article 5(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2018-1725-A010-P01","LAW-EU-2018-1725","10","1","","Prohibition on special-category processing","Article 10(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2018-1725-A010-P02-PTG","LAW-EU-2018-1725","10","2","g","Substantial-public-interest exception","Article 10(2)(g)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2018-1725-A031-P01","LAW-EU-2018-1725","31","1","","Controller records of processing","Article 31(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2018-1725-A031-P02","LAW-EU-2018-1725","31","2","","Processor records of processing","Article 31(2)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-A002-PT01","LAW-EU-2022-0868","2","","01","Definition required for the principal DGA cluster","Article 2(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-A002-PT02","LAW-EU-2022-0868","2","","02","Definition required for the principal DGA cluster","Article 2(2)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-A002-PT08","LAW-EU-2022-0868","2","","08","Definition required for the principal DGA cluster","Article 2(8)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-A002-PT09","LAW-EU-2022-0868","2","","09","Definition required for the principal DGA cluster","Article 2(9)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868","2","","20","Definition required for the principal DGA cluster","Article 2(20)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-R011","LAW-EU-2022-0868","RECITAL","11","","Interpretive recital for the principal DGA cluster","Recital (11)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-R015","LAW-EU-2022-0868","RECITAL","15","","Interpretive recital for the principal DGA cluster","Recital (15)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-R016","LAW-EU-2022-0868","RECITAL","16","","Interpretive recital for the principal DGA cluster","Recital (16)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-R023","LAW-EU-2022-0868","RECITAL","23","","Interpretive recital for the principal DGA cluster","Recital (23)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-R025","LAW-EU-2022-0868","RECITAL","25","","Interpretive recital for the principal DGA cluster","Recital (25)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-R026","LAW-EU-2022-0868","RECITAL","26","","Interpretive recital for the principal DGA cluster","Recital (26)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-R044","LAW-EU-2022-0868","RECITAL","44","","Interpretive recital for the principal DGA cluster","Recital (44)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-A001-P01-PTA","LAW-EU-2022-0868","1","1","A","Apply the Chapter II framework only to qualifying protected public-sector data re-use.","Article 1, P01-PTA","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A001-P01-PTD","LAW-EU-2022-0868","1","1","D","Establish the European Data Innovation Board framework.","Article 1, P01-PTD","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A001-P02-S01","LAW-EU-2022-0868","1","2","","Preserve the absence of a general duty to release data.","Article 1, P02-S01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A001-P03-S01","LAW-EU-2022-0868","1","3","","Apply controlling personal-data law to personal data processed in connection with the DGA.","Article 1, P03-S01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A001-P03-S03","LAW-EU-2022-0868","1","3","","Do not treat the DGA as an independent personal-data legal basis.","Article 1, P03-S03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A003-P01","LAW-EU-2022-0868","3","1","","Determine whether Chapter II applies because data held by a public-sector body are protected on one or more Article 3(1) grounds.","Article 3, P01","LAW-EU-2022-0868-A003-P02; LAW-EU-2022-0868-A003-P03; LAW-EU-2019-1024","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A003-P02","LAW-EU-2022-0868","3","2","","Exclude the listed bodies, security data and out-of-public-task data.","Article 3, P02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A003-P03","LAW-EU-2022-0868","3","3","","Preserve controlling protection and access-to-documents law.","Article 3, P03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A004-P01","LAW-EU-2022-0868","4","1","","Do not grant or maintain prohibited exclusive re-use arrangements.","Article 4, P01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A004-P02","LAW-EU-2022-0868","4","2","","Grant exclusivity only where necessary for an otherwise impossible general-interest service or product.","Article 4, P02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A004-P03","LAW-EU-2022-0868","4","3","","Use a lawful administrative act or contract and observe transparency, equal treatment and non-discrimination.","Article 4, P03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A004-P04","LAW-EU-2022-0868","4","4","","Limit the exclusive right and associated contract to twelve months.","Article 4, P04","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A004-P05","LAW-EU-2022-0868","4","5","","Publish the grant and reasons online transparently.","Article 4, P05","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A004-P06","LAW-EU-2022-0868","4","6","","Terminate non-qualifying pre-existing exclusive arrangements by the statutory deadline.","Article 4, P06","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P01-S01","LAW-EU-2022-0868","5","1","","Publish re-use conditions and the request procedure through the single information point.","Article 5, P01-S01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P01-S02","LAW-EU-2022-0868","5","1","","Provide public-sector bodies with resources necessary for Article 5.","Article 5, P01-S02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P02","LAW-EU-2022-0868","5","2","","Design re-use conditions consistently with equality, proportionality, justification and competition requirements.","Article 5, P02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P03","LAW-EU-2022-0868","5","3","","Select safeguards that preserve the protected nature of the data.","Article 5, P03","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P04-S01","LAW-EU-2022-0868","5","4","","Impose integrity conditions for a secure processing environment.","Article 5, P04-S01","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
"LAW-EU-2022-0868-A005-P04-S02","LAW-EU-2022-0868","5","4","","Verify the process, means and results of processing carried out by the re-user to preserve the protection of the data.","Article 5, P04-S02","NONE_IDENTIFIED","LAW-EU-2022-0868-A002-PT01; LAW-EU-2022-0868-A002-PT02; LAW-EU-2022-0868-A002-PT08; LAW-EU-2022-0868-A002-PT09; LAW-EU-2022-0868-A002-PT20","LAW-EU-2022-0868-R011; LAW-EU-2022-0868-R015; LAW-EU-2022-0868-R016; LAW-EU-2022-0868-R023; LAW-EU-2022-0868-R025; LAW-EU-2022-0868-R026; LAW-EU-2022-0868-R044"
