"statement_id","provision_id","source_excerpt_max_25_words","modality","modality_strength","addressee_actor","addressee_legal_role","action","governed_object","object_granularity","beneficiary_or_right_holder","purpose","trigger_conditions","cumulative_or_alternative_conditions","exceptions_derogations","required_information","required_form_or_format","required_control","required_evidence","supervisory_or_decision_actor","consequence_or_remedy","cross_instrument_dependency"
"REQ-EHDS-078-004","LAW-EU-2025-0327-A078-P03-PTB","the completeness, uniqueness, accuracy, validity, timeliness and consistency of the data","OBLIGATION","CONDITIONAL_ELEMENT_DUTY","ACT-EHDS-HEALTH-DATA-HOLDER","Health data holder applying the data quality and utility label.","Report the listed technical-quality dimensions in the label.","OBJ-LABEL-0001","Technical-quality component of one dataset label.","ACT-EHDS-HEALTH-DATA-USER","Allow users and access bodies to assess technical data quality.","A data quality and utility label is applied or required under Article 78(1) or (2), and the Article 78(3)(b) technical-quality element is applicable.","Completeness AND uniqueness AND accuracy AND validity AND timeliness AND consistency.","No express exception; Article 78(3) applies the listed elements where applicable.","Completeness; uniqueness; accuracy; validity; timeliness; consistency.","Article 78 label component with metrics or classifications required by the applicable technical specification.","Metric definition, calculation provenance, measurement date and dataset-version linkage.","Quality reports, calculation outputs and label values.","ACT-EHDS-HEALTH-DATA-ACCESS-BODY","Potential supervision and national penalties depend on Article 99 and the competent Member State's implementing rules; no specific sanction is inferred here.","LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-005","LAW-EU-2025-0327-A078-P03-PTC","the level of maturity of the data quality management processes, including review and audit processes, and bias examination","OBLIGATION","CONDITIONAL_ELEMENT_DUTY","ACT-EHDS-HEALTH-DATA-HOLDER","Holder applying a data quality and utility label.","Report data-quality-management maturity and the listed assurance processes.","OBJ-LABEL-0001","Quality-management-process component of one dataset label.","ACT-EHDS-HEALTH-DATA-USER","Expose governance maturity and assurance practices behind dataset quality claims.","A label is applied and quality-management, review, audit or bias practices are applicable.","Maturity level plus review and audit processes plus bias examination, subject to reasoned applicability.","Article 78 does not define a maturity scale; later specifications or adopted standards may control representation.","Maturity level; review process; audit process; bias-examination process.","Article 78 label component with supporting assurance documentation.","Governance maturity assessment, evidence links, review cadence and bias-examination accountability.","Quality-management procedures, review and audit records, bias-examination record and label value.","ACT-EHDS-HEALTH-DATA-ACCESS-BODY","Potential supervision and national penalties depend on Article 99 and the competent Member State's implementing rules; no specific sanction is inferred here.","LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-006","LAW-EU-2025-0327-A078-P03-PTD","the period, population coverage and, where applicable, representativity of the population sampled, and the average timeframe in which a natural person appears in a dataset","OBLIGATION","CONDITIONAL_ELEMENT_DUTY","ACT-EHDS-HEALTH-DATA-HOLDER","Holder applying a data quality and utility label.","Report the listed temporal and population-coverage characteristics.","OBJ-LABEL-0001","Coverage component of one dataset label.","ACT-EHDS-HEALTH-DATA-USER","Allow assessment of temporal scope, population coverage and potential representativity.","A label is applied; representativity and person-duration measures are included where applicable.","Period and population coverage; sample representativity where applicable; average person-presence timeframe where meaningful.","Representativity is expressly conditional; methodology and benchmark population are not fixed in the article.","Coverage period; population coverage; applicable representativity; average timeframe a natural person appears.","Article 78 label component with population and temporal definitions.","Reference-population, sampling, time-window and calculation-method documentation.","Coverage analysis, sampling documentation, calculation outputs and label values.","ACT-EHDS-HEALTH-DATA-ACCESS-BODY","Potential supervision and national penalties depend on Article 99 and the competent Member State's implementing rules; no specific sanction is inferred here.","LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-007","LAW-EU-2025-0327-A078-P03-PTE","the time between the collection of the electronic health data and their addition to the dataset and the time needed to provide electronic health data","OBLIGATION","CONDITIONAL_ELEMENT_DUTY","ACT-EHDS-HEALTH-DATA-HOLDER","Holder applying a data quality and utility label with access and provision information.","Report the two specified data-latency measures.","OBJ-LABEL-0001","Access-and-provision component of one dataset label.","ACT-EHDS-HEALTH-DATA-USER","Communicate data freshness and expected provision timing.","A label is applied and the relevant collection, addition, permit or request-approval events can be defined.","Collection-to-addition time AND post-permit or post-request-approval provision time, where applicable to the route.","The data permit and health-data-request approval routes are alternatives; Article 78(3)(e) does not itself set service-level thresholds.","Collection date or period; dataset-addition date; issue or approval event; time needed to provide data.","Article 78 label component with defined units, start events and end events.","Event-definition, clock-start, clock-stop, route and statistic consistency checks.","Timestamp records, permit or approval record, provision logs and label values.","ACT-EHDS-HEALTH-DATA-ACCESS-BODY","Potential supervision and national penalties depend on Article 99 and the competent Member State's implementing rules; no specific sanction is inferred here.","LAW-EU-2025-0327-A068-P03-S01; LAW-EU-2025-0327-A069-P01-S01; LAW-EU-2025-0327-A069-P04; LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-008","LAW-EU-2025-0327-A078-P03-PTF","merging and adding data to an existing dataset, including links with other datasets","OBLIGATION","CONDITIONAL_ELEMENT_DUTY","ACT-EHDS-HEALTH-DATA-HOLDER","Holder applying a data quality and utility label.","Report specified dataset modifications and inter-dataset links.","OBJ-LABEL-0001","Modification component of one dataset label.","ACT-EHDS-HEALTH-DATA-USER","Expose provenance-affecting changes and linkages that influence interpretation and utility.","A label is applied and the dataset has been merged, augmented or linked.","Disclose each applicable merging, addition and inter-dataset link event.","No disclosure is required for a modification type that did not occur; protected operational detail may need lawful abstraction rather than omission.","Merge events; additions; links to other datasets; affected versions and dates.","Article 78 label component linked to provenance or change documentation.","Transformation and version lineage with link integrity.","Change logs, provenance records, dataset identifiers and label values.","ACT-EHDS-HEALTH-DATA-ACCESS-BODY","Potential supervision and national penalties depend on Article 99 and the competent Member State's implementing rules; no specific sanction is inferred here.","LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-009","LAW-EU-2025-0327-A078-P04-SP01","it shall assess whether the dataset covered by the label meets the quality requirements forming part of the elements","REVIEW_DUTY","TRIGGERED_MANDATORY_ASSESSMENT","ACT-EHDS-HEALTH-DATA-ACCESS-BODY","Access body responsible for the dataset carrying the questioned label.","Assess whether the labelled dataset meets the relevant quality requirements.","OBJ-LABEL-0001","One questioned label and the dataset it covers.","ACT-EHDS-HEALTH-DATA-USER","Protect the accuracy and trustworthiness of Union data quality and utility labels.","The health data access body has reason to believe a label might be inaccurate.","Reasoned suspicion AND assessment against the quality requirements forming part of applicable paragraph 3 elements.","Mere possibility without a reasoned basis does not establish the trigger; Article 60(4) holder documentation supports verification.","Grounds for concern; applicable label elements; quality requirements; dataset and label versions.","Documented assessment capable of supporting the revocation decision.","Trigger triage, evidence request, requirement-by-requirement assessment and conflict-of-interest control.","Reason-for-belief record, Article 60(4) documentation, assessment record and finding.","ACT-EHDS-HEALTH-DATA-ACCESS-BODY","A finding of non-conformity triggers the separate mandatory revocation clause in REQ-EHDS-078-010.","LAW-EU-2025-0327-A078-P03-PTA; LAW-EU-2025-0327-A078-P03-PTB; LAW-EU-2025-0327-A078-P03-PTC; LAW-EU-2025-0327-A078-P03-PTD; LAW-EU-2025-0327-A078-P03-PTE; LAW-EU-2025-0327-A078-P03-PTF; LAW-EU-2025-0327-A060-P04; LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-010","LAW-EU-2025-0327-A078-P04-SP02","in the event the dataset does not meet the quality requirements, shall revoke the label.","OBLIGATION","FINDING_TRIGGERED_MANDATORY_REMEDY","ACT-EHDS-HEALTH-DATA-ACCESS-BODY","Access body that assessed the questioned label.","Revoke the data quality and utility label.","OBJ-LABEL-0001","One label found unsupported by its dataset's quality requirements.","ACT-EHDS-HEALTH-DATA-USER","Remove an inaccurate or unsupported quality signal from circulation.","Completed Article 78(4) assessment finds that the dataset does not meet the relevant quality requirements.","Competent assessment AND negative finding; revocation follows rather than an unrecorded label downgrade.","No discretion to retain the label after the stated negative finding is expressed in the clause.","Label identifier, dataset identifier, failed requirements, finding date and revocation status.","Recorded revocation propagated to catalogue and downstream label displays.","Decision authorisation, versioned status change, notification and propagation checks.","Assessment finding, revocation decision, catalogue update and audit log.","ACT-EHDS-HEALTH-DATA-ACCESS-BODY","Mandatory label revocation; any further penalty depends on Article 99 and national law.","LAW-EU-2025-0327-A078-P03-PTA; LAW-EU-2025-0327-A078-P03-PTB; LAW-EU-2025-0327-A078-P03-PTC; LAW-EU-2025-0327-A078-P03-PTD; LAW-EU-2025-0327-A078-P03-PTE; LAW-EU-2025-0327-A078-P03-PTF; LAW-EU-2025-0327-A099-SP01; LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-011","LAW-EU-2025-0327-A078-P05","The Commission is empowered to adopt delegated acts in accordance with Article 97 to amend this Regulation","POWER","DISCRETIONARY_DELEGATED_POWER","ACT-EU-COMMISSION","Holder of the Article 78(5) delegated power.","Adopt a delegated act modifying, adding or removing label elements.","OBJ-DELEGATED-ACT-0001","Delegated act and each affected Article 78(3) element.","NOT_APPLICABLE","Keep the label-element framework adaptable through controlled delegated legislation.","The Commission elects to exercise the Article 78(5) power within Article 97's delegation and procedure.","Modify OR add OR remove elements; every route remains subject to Article 97.","A proposal, draft or consultation is not a binding amendment; only a valid adopted and effective delegated act changes the element set.","Affected element, amendment rationale, consultation record, notification and effective date.","Delegated act under Article 97.","Delegation-validity, expert-consultation, notification, scrutiny and effective-date checks.","Adopted delegated act, Article 97 procedural record, publication and entry-into-force evidence.","ACT-EUROPEAN-PARLIAMENT; ACT-COUNCIL-EU","An effective delegated act changes the controlling element set; invalid or non-effective material must not be used as binding law.","LAW-EU-2025-0327-A097-P01; LAW-EU-2025-0327-A097-P02; LAW-EU-2025-0327-A097-P03; LAW-EU-2025-0327-A097-P04; LAW-EU-2025-0327-A097-P05; LAW-EU-2025-0327-A097-P06; LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-012","LAW-EU-2025-0327-A078-P06-S01","By 26 March 2027, the Commission shall, by means of implementing acts, set out the visual characteristics and technical specifications","OBLIGATION","DEADLINE_BOUND_RULEMAKING_DUTY","ACT-EU-COMMISSION","Commission implementing authority under EHDS Article 78(6).","Adopt visual and technical specifications for the data quality and utility label.","OBJ-IMPLEMENTING-ACT-0002","Article 78(6) implementing act and each visual or technical specification.","ACT-EHDS-HEALTH-DATA-HOLDER; ACT-EHDS-HEALTH-DATA-ACCESS-BODY; ACT-EHDS-HEALTH-DATA-USER","Provide a harmonised, implementable label presentation and technical model.","The Article 78(6) legislative mandate and deadline govern Commission implementation.","Visual characteristics AND technical specifications, based on the paragraph 3 element set.","Operational use follows Article 105's staged dates; draft specifications are not binding.","Visual characteristics; technical specifications; linkage to every paragraph 3 element.","Commission implementing act.","Deadline, legal basis, specification completeness, version and source-status monitoring.","Adopted and published implementing act with Article 78(6) legal basis.","ACT-EU-COMMISSION","Missed deadline or defective legal basis requires institutional and legal review; no substitute format is inferred.","LAW-EU-2025-0327-A078-P03-PTA; LAW-EU-2025-0327-A078-P03-PTB; LAW-EU-2025-0327-A078-P03-PTC; LAW-EU-2025-0327-A078-P03-PTD; LAW-EU-2025-0327-A078-P03-PTE; LAW-EU-2025-0327-A078-P03-PTF; LAW-EU-2025-0327-A105-SP05; LAW-EU-2025-0327-A105-SP07; LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-013","LAW-EU-2025-0327-A078-P06-S02","Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 98(2) of this Regulation.","PROCEDURE","MANDATORY_ADOPTION_PROCEDURE","ACT-EU-COMMISSION","Commission implementing authority using the EHDS examination procedure.","Use the Article 98(2) examination procedure when adopting label specifications.","OBJ-IMPLEMENTING-ACT-0002","Adoption procedure for each Article 78(6) implementing act.","NOT_APPLICABLE","Subject the implementing measure to prescribed Member-State committee control.","The Commission proceeds to adopt an implementing act under Article 78(6).","Article 98(2) incorporation AND Regulation (EU) No 182/2011 Article 5 examination steps.","No alternative adoption procedure is provided in Article 78(6).","Legal basis, committee opinion, voting outcome and adopted act.","Examination procedure under Article 98(2) and Regulation (EU) No 182/2011 Article 5.","Procedure checklist and committee-record verification.","Committee dossier, opinion or voting record, adopted text and publication record.","ACT-EU-COMMISSION","A procedural defect can affect validity and requires qualified legal assessment.","LAW-EU-2025-0327-A098-P02; LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-EHDS-078-014","LAW-EU-2025-0327-A078-P06-S03","take into account the requirements in Article 10 of Regulation (EU) 2024/1689 and any adopted common specifications or harmonised standards","REVIEW_DUTY","MANDATORY_CROSS_INSTRUMENT_CONSIDERATION","ACT-EU-COMMISSION","Commission drafter of the Article 78(6) label implementing act.","Identify, assess and take account of relevant AI Act requirements and formally adopted supporting specifications or standards.","OBJ-IMPLEMENTING-ACT-0002","Cross-instrument basis for each relevant label specification.","ACT-EHDS-HEALTH-DATA-HOLDER; ACT-EHDS-HEALTH-DATA-USER","Align EHDS label specifications with the AI Act data-governance framework where relevant.","The Commission prepares Article 78(6) specifications and an AI Act Article 10 requirement, adopted common specification or harmonised standard is relevant.","Always consider Article 10 requirements; consider adopted supporting common specifications OR harmonised standards where applicable and formally operative.","Drafts, technical reports and uncited standards must not be treated as adopted common specifications or presumption-conferring harmonised standards.","Relevant Article 10 requirement; formal status, version, scope and coverage of each common specification or harmonised standard.","Documented consideration in the implementing-act evidence base and resulting specification.","Source-status check, formal-status verification, coverage matrix and rationale for inclusion or non-applicability.","Authoritative AI Act text; adopted common-specification act or qualifying Official Journal citation; drafting record.","ACT-EU-COMMISSION","Failure to take required considerations into account may affect the legal robustness of the implementing act and needs qualified review.","LAW-EU-2024-1689-A010-P01; LAW-EU-2024-1689-A010-P02-PTA; LAW-EU-2024-1689-A010-P02-PTB; LAW-EU-2024-1689-A010-P02-PTC; LAW-EU-2024-1689-A010-P02-PTD; LAW-EU-2024-1689-A010-P02-PTE; LAW-EU-2024-1689-A010-P02-PTF; LAW-EU-2024-1689-A010-P02-PTG; LAW-EU-2024-1689-A010-P02-PTH; LAW-EU-2024-1689-A010-P03-S01; LAW-EU-2024-1689-A010-P03-S02; LAW-EU-2024-1689-A010-P03-S03; LAW-EU-2024-1689-A010-P04; LAW-EU-2024-1689-A010-P05-SP01; LAW-EU-2024-1689-A010-P05-SP02; LAW-EU-2024-1689-A010-P05-PTA; LAW-EU-2024-1689-A010-P05-PTB; LAW-EU-2024-1689-A010-P05-PTC; LAW-EU-2024-1689-A010-P05-PTD; LAW-EU-2024-1689-A010-P05-PTE; LAW-EU-2024-1689-A010-P05-PTF; LAW-EU-2024-1689-A010-P06; LAW-EU-2024-1689-A040-P01; LAW-EU-2024-1689-A040-P02; LAW-EU-2024-1689-A040-P03; LAW-EU-2024-1689-A041-P01; LAW-EU-2024-1689-A041-P02; LAW-EU-2024-1689-A041-P03; LAW-EU-2024-1689-A041-P04; LAW-EU-2024-1689-A041-P05; LAW-EU-2024-1689-A041-P06; LAW-EU-2024-1689-A042-P01; LAW-EU-2024-1689-AN04-PT02D; LAW-EU-2024-1689-AN04-PT02G; LAW-EU-2025-0327-A002-P02-PTA; LAW-EU-2025-0327-A002-P02-PTB; LAW-EU-2025-0327-A002-P02-PTC; LAW-EU-2025-0327-A002-P02-PTE; LAW-EU-2025-0327-A002-P02-PTT-SPI; LAW-EU-2025-0327-A002-P02-PTT-SPII; LAW-EU-2025-0327-A002-P02-PTV; LAW-EU-2025-0327-A002-P02-PTW; LAW-EU-2025-0327-A002-P02-PTY; LAW-EU-2025-0327-A002-P02-PTZ; LAW-EU-2025-0327-A002-P02-PTAA; LAW-EU-2025-0327-R085; LAW-EU-2025-0327-R086; LAW-EU-2025-0327-R104; LAW-EU-2025-0327-R105; LAW-EU-2025-0327-R115"
"REQ-DATA-033-001","LAW-EU-2023-2854-A033-P01-PTA","the dataset content, use restrictions, licences, data collection methodology, data quality and uncertainty shall be sufficiently described","OBLIGATION","MANDATORY_WITH_APPLICABILITY_AND_SUFFICIENCY_QUALIFIERS","ACT-DATA-DATA-SPACE-PARTICIPANT","Participant offering data or data services to another data-space participant.","Create and provide a sufficiently detailed discovery and use description.","OBJ-DESCRIPTION-0002","One dataset or data-service offering.","ACT-DATA-DATA-RECIPIENT","Allow the recipient to find, access and use the data.","A covered participant offers data or data services to another participant.","Describe content, restrictions, licences, collection methodology, quality and uncertainty; use machine-readable format where applicable; description must enable find, access and use.","Where applicable qualifies machine readability and context-specific fields; other Union or national law remains controlling.","Dataset content; use restrictions; licences; collection methodology; data quality; uncertainty.","Sufficient description; machine-readable where applicable.","Offering-scope, field-completeness, machine-readability and recipient-task sufficiency review.","Published description, machine-readable representation where applicable, and recipient access/use test evidence.","ACT-DATA-COMPETENT-AUTHORITY","Non-compliance may engage the Data Act competent-authority and Article 40 penalty framework; the exact measure requires national-law and case verification.","LAW-EU-2023-2854-A002-PT01; LAW-EU-2023-2854-A002-PT02; LAW-EU-2023-2854-A002-PT39; LAW-EU-2023-2854-A002-PT40; LAW-EU-2023-2854-A002-PT42; LAW-EU-2023-2854-A002-PT43; LAW-EU-2023-2854-R103; LAW-EU-2023-2854-R106; LAW-EU-2023-2854-R110; LAW-EU-2023-2854-R113; LAW-EU-2023-2854-R114; LAW-EU-2023-2854-R115"
