"standard_element_id","standard_id","version","formal_status","namespace","class_or_property","human_label","normative_definition","domain","range","cardinality","controlled_vocabulary","normative_or_informative","validation_artifact","intended_capability","known_limit","source_pinpoint"
"EL-CROISSANTRAI-dataAnnotationPlatform","STD-CROISSANTRAI-1.0","1.0","COMMUNITY_SPEC — MLCommons specification","http://mlcommons.org/croissant/RAI/","rai:dataAnnotationPlatform","data annotation platform","Text identifying platforms tools or libraries used to collect human annotations.","schema:Dataset","schema:Text","0..*","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Identify tooling used in annotation and labeling.","Does not require tool version configuration operator or audit evidence.","Croissant RAI 1.0 §RAI property information — rai:dataAnnotationPlatform"
"EL-CROISSANTRAI-dataAnnotationAnalysis","STD-CROISSANTRAI-1.0","1.0","COMMUNITY_SPEC — MLCommons specification","http://mlcommons.org/croissant/RAI/","rai:dataAnnotationAnalysis","data annotation analysis","Text describing conversion of raw annotations into final labels including uncertainty disagreement and systematic group differences.","schema:Dataset","schema:Text","0..*","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Document annotation aggregation disagreement and validation considerations.","Does not require metrics methods values thresholds or record-level evidence.","Croissant RAI 1.0 §RAI property information — rai:dataAnnotationAnalysis"
"EL-CROISSANTRAI-dataReleaseMaintenancePlan","STD-CROISSANTRAI-1.0","1.0","COMMUNITY_SPEC — MLCommons specification","http://mlcommons.org/croissant/RAI/","rai:dataReleaseMaintenancePlan","data release maintenance plan","Text describing updating timeframes maintainers versioning and deprecation policies.","schema:Dataset","schema:Text","0..*","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Document dataset update maintenance and deprecation arrangements.","Does not prove implementation ownership service levels or change notification.","Croissant RAI 1.0 §RAI property information — rai:dataReleaseMaintenancePlan"
"EL-CROISSANTRAI-personalSensitiveInformation","STD-CROISSANTRAI-1.0","1.0","COMMUNITY_SPEC — MLCommons specification","http://mlcommons.org/croissant/RAI/","rai:personalSensitiveInformation","personal or sensitive information","Text describing sensitive human attributes present in a dataset.","schema:Dataset","schema:Text","0..*","Recommended attribute categories in RAI property table","NORMATIVE","NONE_IDENTIFIED","Flag personal or sensitive information for governance review.","Narrative disclosure does not determine GDPR or AI Act legal category necessity safeguards lawful basis or actual content.","Croissant RAI 1.0 §RAI property information — rai:personalSensitiveInformation"
"EL-CROISSANTRAI-dataBiases","STD-CROISSANTRAI-1.0","1.0","COMMUNITY_SPEC — MLCommons specification","http://mlcommons.org/croissant/RAI/","rai:dataBiases","data biases","Text describing biases identified in the dataset when applicable.","schema:Dataset","schema:Text","0..*","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Document known bias for safety and fairness review.","No examination method statistical result mitigation residual risk or representativeness test is required.","Croissant RAI 1.0 §RAI property information — rai:dataBiases"
"EL-CROISSANTRAI-dataLimitations","STD-CROISSANTRAI-1.0","1.0","COMMUNITY_SPEC — MLCommons specification","http://mlcommons.org/croissant/RAI/","rai:dataLimitations","data limitations","Text describing known generalization limits quality issues source limitations and non-recommended uses.","schema:Dataset","schema:Text","0..*","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Document known shortcomings and limits of dataset use.","Does not require remediation status severity evidence or a complete Article 10 gaps-and-remedies analysis.","Croissant RAI 1.0 §RAI property information — rai:dataLimitations"
"EL-CROISSANTRAI-dataUseCases","STD-CROISSANTRAI-1.0","1.0","COMMUNITY_SPEC — MLCommons specification","http://mlcommons.org/croissant/RAI/","rai:dataUseCases","data use cases","Text describing recommended dataset uses such as training testing validation development production or fine tuning.","schema:Dataset","schema:Text","0..*","Recommended use labels in RAI property table","NORMATIVE","NONE_IDENTIFIED","Document intended or recommended ML dataset uses.","Does not model the AI system's geographic contextual behavioral and functional setting or legally determine suitable use.","Croissant RAI 1.0 §RAI property information — rai:dataUseCases"
"EL-ELI-LegalResource","STD-ELI-1.3","1.3","EU_RECOMMENDATION — Publications Office ontology release","http://data.europa.eu/eli/ontology#","eli:LegalResource","Legal Resource","A work in a legislative corpus including an enacted act or a component such as an article.","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Identify the abstract legal act or provision referenced by metadata.","Does not represent an extracted atomic rule modality applicability conditions or compliance result.","ELI core 1.3 versioned OWL — owl:Class http://data.europa.eu/eli/ontology#LegalResource"
"EL-ELI-LegalExpression","STD-ELI-1.3","1.3","EU_RECOMMENDATION — Publications Office ontology release","http://data.europa.eu/eli/ontology#","eli:LegalExpression","Legal Expression","The intellectual realization of a legal resource as a sequence of signs differentiated for example by language or version.","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Identify language- or version-specific legal text expressions.","Expression identity choices may vary by publisher and do not establish legal status or faithful extraction.","ELI core 1.3 versioned OWL — owl:Class http://data.europa.eu/eli/ontology#LegalExpression"
"EL-ELI-Format","STD-ELI-1.3","1.3","EU_RECOMMENDATION — Publications Office ontology release","http://data.europa.eu/eli/ontology#","eli:Format","Format","A physical or electronic embodiment of a legal expression with a required eli:format value.","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Identify PDF XML paper or other manifestations of a legal expression.","Format does not prove authenticity official status content equivalence or source status.","ELI core 1.3 versioned OWL — owl:Class http://data.europa.eu/eli/ontology#Format"
"EL-ELI-LegalResourceSubdivision","STD-ELI-1.3","1.3","EU_RECOMMENDATION — Publications Office ontology release","http://data.europa.eu/eli/ontology#","eli:LegalResourceSubdivision","Legal Resource Subdivision","A component of a legal act at arbitrary precision such as chapter article paragraph or list item.","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Identify stable article paragraph point or other provision subdivisions.","By itself, the class identifies a structural subdivision but does not represent the complete traceability information used in this study, such as the extracted proposition, source version, registered dependencies, their interpreted effect, or applicability. ELI does not prohibit those additions, but they require other properties, components, or documented rules.","ELI core 1.3 versioned OWL — owl:Class http://data.europa.eu/eli/ontology#LegalResourceSubdivision"
"EL-ELI-isPartOf","STD-ELI-1.3","1.3","EU_RECOMMENDATION — Publications Office ontology release","http://data.europa.eu/eli/ontology#","eli:is_part_of","is part of","Relates a work to another work in which it is physically included such as an article within a text.","eli:Work","eli:Work","UNCONSTRAINED_BY_ELI_OWL","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Link a legal subdivision to its containing act or higher subdivision.","Physical inclusion must not be confused with conceptual or temporal membership and no closed-world parent cardinality is imposed.","ELI core 1.3 versioned OWL — owl:ObjectProperty http://data.europa.eu/eli/ontology#is_part_of"
"EL-ELI-dateDocument","STD-ELI-1.3","1.3","EU_RECOMMENDATION — Publications Office ontology release","http://data.europa.eu/eli/ontology#","eli:date_document","date of document","The adoption or signature date of a work expressed as xsd:date.","eli:Work","xsd:date","0..1; owl:FunctionalProperty","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Record adoption or signature date of the legal source.","Does not distinguish adoption from signature where both matter and is not the publication entry-into-force or application date.","ELI core 1.3 versioned OWL — owl:DatatypeProperty http://data.europa.eu/eli/ontology#date_document"
"EL-ELI-firstDateEntryInForce","STD-ELI-1.3","1.3","EU_RECOMMENDATION — Publications Office ontology release","http://data.europa.eu/eli/ontology#","eli:first_date_entry_in_force","first date of entry into force","The first date on which any part of a legal resource or expression came into force.","eli:LegalResource or eli:LegalExpression","xsd:date","0..1; owl:FunctionalProperty","NOT_APPLICABLE","NORMATIVE","NONE_IDENTIFIED","Record first entry into force of a legal source.","Does not represent staged application article-specific dates transition rules or later amendments.","ELI core 1.3 versioned OWL — owl:DatatypeProperty http://data.europa.eu/eli/ontology#first_date_entry_in_force"
"EL-ELI-jurisdiction","STD-ELI-1.3","1.3","EU_RECOMMENDATION — Publications Office ontology release","http://data.europa.eu/eli/ontology#","eli:jurisdiction","jurisdiction","The jurisdiction from which the legal resource originates.","eli:LegalResource or eli:LegalExpression","eli:AdministrativeArea","UNCONSTRAINED_BY_ELI_OWL","EU Administrative Territorial Unit authority table recommended by ontology definition","NORMATIVE","NONE_IDENTIFIED","Identify source jurisdiction using controlled territorial identifiers.","Origin jurisdiction does not determine territorial applicability to a concrete use configuration.","ELI core 1.3 versioned OWL — owl:ObjectProperty http://data.europa.eu/eli/ontology#jurisdiction"
"EL-ELI-typeDocument","STD-ELI-1.3","1.3","EU_RECOMMENDATION — Publications Office ontology release","http://data.europa.eu/eli/ontology#","eli:type_document","type of document","Classifies the type of a legal resource such as regulation directive law or parliamentary act.","eli:LegalResource","eli:ResourceType","UNCONSTRAINED_BY_ELI_OWL","ELI ResourceType scheme; EU resource-type authority table recommended for EU resources","NORMATIVE","NONE_IDENTIFIED","Classify the legal instrument type.","Document type does not determine binding status applicability hierarchy or legal effect by itself.","ELI core 1.3 versioned OWL — owl:ObjectProperty http://data.europa.eu/eli/ontology#type_document"
